"State","County","percent_smoking"
"AK","Aleutians East",15.6
"AK","Aleutians West",17.7
"AK","Anchorage",13.1
"AK","Bethel",22.1
"AK","Bristol Bay",19.6
"AK","Denali/Yukon-Koyukuk",21.6
"AK","Dillingham",21
"AK","Fairbanks North Star",14.8
"AK","Haines",11.6
"AK","Hoonah-Angoon/Skagway/Yakutat and",13.9
"AK","Juneau and",12.3
"AK","Kenai Peninsula",16.6
"AK","Ketchikan Gateway/Petersburg/Prince of Wales-Hyder/Wrangell and",15.3
"AK","Kodiak Island",15.2
"AK","Lake and Peninsula",19.5
"AK","Matanuska-Susitna",17.1
"AK","Nome",25.5
"AK","North Slope",25.5
"AK","Northwest Arctic",29.8
"AK","Sitka and",12.8
"AK","Southeast Fairbanks",16.4
"AK","Valdez-Cordova",15.5
"AK","Wade Hampton",25.1
"AL","Autauga",18.4
"AL","Baldwin",16
"AL","Barbour",18.7
"AL","Bibb",22.6
"AL","Blount",19.9
"AL","Bullock",18.5
"AL","Butler",20.2
"AL","Calhoun",19.9
"AL","Chambers",21
"AL","Cherokee",19.8
"AL","Chilton",21.1
"AL","Choctaw",17.6
"AL","Clarke",17.7
"AL","Clay",22.5
"AL","Cleburne",22.8
"AL","Coffee",16.7
"AL","Colbert",18.7
"AL","Conecuh",19.8
"AL","Coosa",22.5
"AL","Covington",21.4
"AL","Crenshaw",20.4
"AL","Cullman",20.1
"AL","Dale",17.6
"AL","Dallas",18
"AL","DeKalb",20.9
"AL","Elmore",19.2
"AL","Escambia",20.8
"AL","Etowah",20.9
"AL","Fayette",21
"AL","Franklin",19.1
"AL","Geneva",21
"AL","Greene",16.7
"AL","Hale",17.6
"AL","Henry",17.2
"AL","Houston",18.3
"AL","Jackson",22.3
"AL","Jefferson",15.9
"AL","Lamar",20
"AL","Lauderdale",17
"AL","Lawrence",19.7
"AL","Lee",14.8
"AL","Limestone",17.1
"AL","Lowndes",16.6
"AL","Macon",16.1
"AL","Madison",14
"AL","Marengo",14.6
"AL","Marion",20.8
"AL","Marshall",21
"AL","Mobile",18.1
"AL","Monroe",19.7
"AL","Montgomery",14.7
"AL","Morgan",19
"AL","Perry",17
"AL","Pickens",19.3
"AL","Pike",16.1
"AL","Randolph",22
"AL","Russell",19.7
"AL","Shelby",12.7
"AL","St. Clair",19.5
"AL","Sumter",15.6
"AL","Talladega",20
"AL","Tallapoosa",19.8
"AL","Tuscaloosa",16.1
"AL","Walker",22
"AL","Washington",18.7
"AL","Wilcox",17.2
"AL","Winston",21.6
"AR","Arkansas",20.8
"AR","Ashley",19.9
"AR","Baxter",21.2
"AR","Benton",15.6
"AR","Boone",20.9
"AR","Bradley",20.1
"AR","Calhoun",22.8
"AR","Carroll",18.7
"AR","Chicot",18.5
"AR","Clark",17.2
"AR","Clay",24.5
"AR","Cleburne",20
"AR","Cleveland",19.8
"AR","Columbia",17.9
"AR","Conway",20.4
"AR","Craighead",18.7
"AR","Crawford",22.3
"AR","Crittenden",19.4
"AR","Cross",21.1
"AR","Dallas",22
"AR","Desha",19.7
"AR","Drew",17.4
"AR","Faulkner",16.2
"AR","Franklin",22.2
"AR","Fulton",21.7
"AR","Garland",21.6
"AR","Grant",20.5
"AR","Greene",23.9
"AR","Hempstead",18.1
"AR","Hot Spring",23.3
"AR","Howard",20.2
"AR","Independence",20.8
"AR","Izard",21.7
"AR","Jackson",24.2
"AR","Jefferson",18.1
"AR","Johnson",19.6
"AR","Lafayette",19.6
"AR","Lawrence",23.7
"AR","Lee",22
"AR","Lincoln",21.8
"AR","Little River",20.3
"AR","Logan",22.9
"AR","Lonoke",18.8
"AR","Madison",22.1
"AR","Marion",21.6
"AR","Miller",21.4
"AR","Mississippi",22.1
"AR","Monroe",20.2
"AR","Montgomery",21.5
"AR","Nevada",20.1
"AR","Newton",20
"AR","Ouachita",19.7
"AR","Perry",23.1
"AR","Phillips",20.2
"AR","Pike",20.2
"AR","Poinsett",24.8
"AR","Polk",21.2
"AR","Pope",18.1
"AR","Prairie",20.8
"AR","Pulaski",14.9
"AR","Randolph",21.9
"AR","Saline",20
"AR","Scott",22.9
"AR","Searcy",22.4
"AR","Sebastian",21.1
"AR","Sevier",19.6
"AR","Sharp",22.3
"AR","St. Francis",19.6
"AR","Stone",21.8
"AR","Union",20.3
"AR","Van Buren",20.9
"AR","Washington",16.1
"AR","White",19.7
"AR","Woodruff",21.2
"AR","Yell",21
"AZ","Apache",17.8
"AZ","Cochise",14.2
"AZ","Coconino",13.9
"AZ","Gila",19.2
"AZ","Graham",16
"AZ","Greenlee",13.8
"AZ","La Paz",18.3
"AZ","Maricopa",13.1
"AZ","Mohave",21.8
"AZ","Navajo",16.8
"AZ","Pima",13.3
"AZ","Pinal",17.3
"AZ","Santa Cruz",10.5
"AZ","Yavapai",16.6
"AZ","Yuma",12
"CA","Alameda",8.6
"CA","Alpine",11.7
"CA","Amador",16.5
"CA","Butte",15.2
"CA","Calaveras",14.3
"CA","Colusa",13.1
"CA","Contra Costa",9.2
"CA","Del Norte",18.7
"CA","El Dorado",11.8
"CA","Fresno",11.3
"CA","Glenn",14.9
"CA","Humboldt",15.4
"CA","Imperial",9.6
"CA","Inyo",14.3
"CA","Kern",12.3
"CA","Kings",12
"CA","Lake",16.5
"CA","Lassen",16.9
"CA","Los Angeles",8.3
"CA","Madera",13.4
"CA","Marin",7.7
"CA","Mariposa",13.9
"CA","Mendocino",15.1
"CA","Merced",12.6
"CA","Modoc",14.6
"CA","Mono",12
"CA","Monterey",9.6
"CA","Napa",10.3
"CA","Nevada",11.1
"CA","Orange",7.8
"CA","Placer",10.3
"CA","Plumas",15.5
"CA","Riverside",11.4
"CA","Sacramento",12.6
"CA","San Benito",10
"CA","San Bernardino",11.2
"CA","San Diego",9.2
"CA","San Francisco",7.6
"CA","San Joaquin",13.6
"CA","San Luis Obispo",10
"CA","San Mateo",7.4
"CA","Santa Barbara",9.2
"CA","Santa Clara",7.1
"CA","Santa Cruz",8.6
"CA","Shasta",17
"CA","Sierra",15.6
"CA","Siskiyou",14.9
"CA","Solano",11.5
"CA","Sonoma",11.3
"CA","Stanislaus",13.5
"CA","Sutter",13.7
"CA","Tehama",17.5
"CA","Trinity",16.1
"CA","Tulare",11.4
"CA","Tuolumne",16.6
"CA","Ventura",8.9
"CA","Yolo",9.2
"CA","Yuba",15.6
"CO","Adams/Boulder/Broomfield/Jefferson/Weld",12.3
"CO","Alamosa",12.8
"CO","Arapahoe",11.3
"CO","Archuleta",12.7
"CO","Baca",15.9
"CO","Bent",19.7
"CO","Chaffee",14.6
"CO","Cheyenne",15.1
"CO","Clear Creek",12.5
"CO","Conejos",11.3
"CO","Costilla",12.7
"CO","Crowley",18.3
"CO","Custer",15.6
"CO","Delta",17.7
"CO","Denver",12.6
"CO","Dolores",16.1
"CO","Douglas",7.9
"CO","Eagle",8.6
"CO","El Paso",13.3
"CO","Elbert",11.5
"CO","Fremont",22
"CO","Garfield",13.6
"CO","Gilpin",14
"CO","Grand",13.7
"CO","Gunnison",8.9
"CO","Hinsdale",9.5
"CO","Huerfano",13.9
"CO","Jackson",14.4
"CO","Kiowa",14.1
"CO","Kit Carson",17.4
"CO","La Plata",11
"CO","Lake",13
"CO","Larimer",10.8
"CO","Las Animas",14.8
"CO","Lincoln",17.1
"CO","Logan",18.5
"CO","Mesa",16.3
"CO","Mineral",10.3
"CO","Moffat",17.7
"CO","Montezuma",13.7
"CO","Montrose",16
"CO","Morgan",16.4
"CO","Otero",16.5
"CO","Ouray",9.9
"CO","Park",13.4
"CO","Phillips",14.6
"CO","Pitkin",8.5
"CO","Prowers",15.2
"CO","Pueblo",15.8
"CO","Rio Blanco",13.2
"CO","Rio Grande",12.8
"CO","Routt",9.7
"CO","Saguache",14.1
"CO","San Juan",13.4
"CO","San Miguel",8.1
"CO","Sedgwick",16.6
"CO","Summit",9.3
"CO","Teller",16.5
"CO","Washington",15.5
"CO","Yuma",15.2
"CT","Fairfield",9.5
"CT","Hartford",12.5
"CT","Litchfield",13.6
"CT","Middlesex",12.4
"CT","New Haven",13.4
"CT","New London",13.2
"CT","Tolland",11.6
"CT","Windham",15.6
"DC","District of Columbia",11.2
"DE","Kent",18.4
"DE","New Castle",14.2
"DE","Sussex",18.6
"FL","Alachua",11.2
"FL","Baker",21.7
"FL","Bay",18.5
"FL","Bradford",20.5
"FL","Brevard",17.2
"FL","Broward",11.1
"FL","Calhoun",21.7
"FL","Charlotte",18.3
"FL","Citrus",20.6
"FL","Clay",14.8
"FL","Collier",12.6
"FL","Columbia",20.9
"FL","DeSoto",19.7
"FL","Dixie",22.3
"FL","Duval",15.1
"FL","Escambia",17
"FL","Flagler",17.9
"FL","Franklin",20.1
"FL","Gadsden",15.8
"FL","Gilchrist",20.3
"FL","Glades",19.1
"FL","Gulf",20.5
"FL","Hamilton",21
"FL","Hardee",18.3
"FL","Hendry",15.9
"FL","Hernando",20.1
"FL","Highlands",18.6
"FL","Hillsborough",14.2
"FL","Holmes",21.6
"FL","Indian River",16.7
"FL","Jackson",18.6
"FL","Jefferson",16.6
"FL","Lafayette",18.9
"FL","Lake",17
"FL","Lee",14.9
"FL","Leon",10
"FL","Levy",19.4
"FL","Liberty",19.9
"FL","Madison",18.4
"FL","Manatee",16.7
"FL","Marion",18.3
"FL","Martin",15.1
"FL","Miami-Dade",8.8
"FL","Monroe",13.3
"FL","Nassau",17.1
"FL","Okaloosa",15.6
"FL","Okeechobee",20.6
"FL","Orange",12.8
"FL","Osceola",14
"FL","Palm Beach",12.5
"FL","Pasco",18.8
"FL","Pinellas",17.2
"FL","Polk",17.7
"FL","Putnam",20.3
"FL","Santa Rosa",16
"FL","Sarasota",17.1
"FL","Seminole",13
"FL","St. Johns",11.8
"FL","St. Lucie",17.1
"FL","Sumter",19.1
"FL","Suwannee",20.2
"FL","Taylor",20.9
"FL","Union",21.2
"FL","Volusia",18.5
"FL","Wakulla",18.2
"FL","Walton",17.1
"FL","Washington",21
"GA","Appling",19.1
"GA","Atkinson",18.8
"GA","Bacon",20.7
"GA","Baker",18.6
"GA","Baldwin",17.2
"GA","Banks",19
"GA","Barrow",17.1
"GA","Bartow",19.6
"GA","Ben Hill",20.5
"GA","Berrien",20.5
"GA","Bibb",16.1
"GA","Bleckley",18.7
"GA","Brantley",23.3
"GA","Brooks",18.6
"GA","Bryan",13.9
"GA","Bulloch",14.3
"GA","Burke",19.4
"GA","Butts",20
"GA","Calhoun",17.2
"GA","Camden",16.9
"GA","Candler",17.3
"GA","Carroll",18.5
"GA","Catoosa",19.2
"GA","Charlton",22
"GA","Chatham",14.3
"GA","Chattahoochee",12.9
"GA","Chattooga",22.3
"GA","Cherokee",13.3
"GA","Clarke",11
"GA","Clay",18.6
"GA","Clayton",14.6
"GA","Clinch",19.5
"GA","Cobb",11
"GA","Coffee",19.1
"GA","Colquitt",18.1
"GA","Columbia",12.5
"GA","Cook",19.8
"GA","Coweta",15.7
"GA","Crawford",18.4
"GA","Crisp",19.6
"GA","Dade",18.6
"GA","Dawson",16.8
"GA","Decatur",17.7
"GA","DeKalb",10.4
"GA","Dodge",17.9
"GA","Dooly",19.7
"GA","Dougherty",16.3
"GA","Douglas",15.7
"GA","Early",18.3
"GA","Echols",18.4
"GA","Effingham",17.2
"GA","Elbert",19.5
"GA","Emanuel",19.5
"GA","Evans",18.6
"GA","Fannin",19.7
"GA","Fayette",10.6
"GA","Floyd",18.1
"GA","Forsyth",10.5
"GA","Franklin",18.5
"GA","Fulton",10
"GA","Gilmer",19.6
"GA","Glascock",19.9
"GA","Glynn",15.7
"GA","Gordon",19.2
"GA","Grady",17.5
"GA","Greene",16.2
"GA","Gwinnett",10.5
"GA","Habersham",16.9
"GA","Hall",14.8
"GA","Hancock",17.9
"GA","Haralson",22
"GA","Harris",13.2
"GA","Hart",17.1
"GA","Heard",22.6
"GA","Henry",13.6
"GA","Houston",14.5
"GA","Irwin",20.6
"GA","Jackson",16.3
"GA","Jasper",17.5
"GA","Jeff Davis",18.4
"GA","Jefferson",18.3
"GA","Jenkins",18.6
"GA","Johnson",19.9
"GA","Jones",16.5
"GA","Lamar",18.6
"GA","Lanier",19.2
"GA","Laurens",18.1
"GA","Lee",17.8
"GA","Liberty",14.8
"GA","Lincoln",18.5
"GA","Long",17.9
"GA","Lowndes",16.3
"GA","Lumpkin",16
"GA","Macon",18.9
"GA","Madison",19.4
"GA","Marion",21.1
"GA","McDuffie",18.8
"GA","McIntosh",18.3
"GA","Meriwether",20.8
"GA","Miller",18.2
"GA","Mitchell",19.3
"GA","Monroe",17
"GA","Montgomery",16.6
"GA","Morgan",15.3
"GA","Murray",22.1
"GA","Muscogee",16.1
"GA","Newton",15.8
"GA","Oconee",10.6
"GA","Oglethorpe",16.7
"GA","Paulding",17
"GA","Peach",15.4
"GA","Pickens",17.3
"GA","Pierce",20.6
"GA","Pike",17.9
"GA","Polk",20.6
"GA","Pulaski",20.9
"GA","Putnam",15.7
"GA","Quitman",20.3
"GA","Rabun",15.7
"GA","Randolph",17.4
"GA","Richmond",16.4
"GA","Rockdale",12.9
"GA","Schley",19
"GA","Screven",19.2
"GA","Seminole",18.1
"GA","Spalding",18.9
"GA","Stephens",18.8
"GA","Stewart",18.3
"GA","Sumter",16.7
"GA","Talbot",17.4
"GA","Taliaferro",17.9
"GA","Tattnall",19.5
"GA","Taylor",19.1
"GA","Telfair",17.8
"GA","Terrell",19.7
"GA","Thomas",17.2
"GA","Tift",17.5
"GA","Toombs",17
"GA","Towns",16.7
"GA","Treutlen",21
"GA","Troup",18
"GA","Turner",20
"GA","Twiggs",19
"GA","Union",15.8
"GA","Upson",21
"GA","Walker",20.4
"GA","Walton",16.9
"GA","Ware",19.3
"GA","Warren",19
"GA","Washington",18.4
"GA","Wayne",20
"GA","Webster",17.2
"GA","Wheeler",20.1
"GA","White",16.2
"GA","Whitfield",18
"GA","Wilcox",20.1
"GA","Wilkes",19.2
"GA","Wilkinson",18.2
"GA","Worth",20.2
"HI","Hawaii",14
"HI","Honolulu",11.2
"HI","Kalawao/Maui",11.3
"HI","Kauai",13.4
"IA","Adair",16.8
"IA","Adams",16.6
"IA","Allamakee",17.6
"IA","Appanoose",19.1
"IA","Audubon",16.5
"IA","Benton",15.9
"IA","Black Hawk",15.3
"IA","Boone",17
"IA","Bremer",12.6
"IA","Buchanan",16.5
"IA","Buena Vista",14
"IA","Butler",16.4
"IA","Calhoun",14.8
"IA","Carroll",17.2
"IA","Cass",17.8
"IA","Cedar",16
"IA","Cerro Gordo",17.2
"IA","Cherokee",15.9
"IA","Chickasaw",17.6
"IA","Clarke",19
"IA","Clay",17.3
"IA","Clayton",16.6
"IA","Clinton",17.6
"IA","Crawford",17.3
"IA","Dallas",10.9
"IA","Davis",18
"IA","Decatur",16.4
"IA","Delaware",17.1
"IA","Des Moines",18
"IA","Dickinson",14.6
"IA","Dubuque",13.9
"IA","Emmet",17.7
"IA","Fayette",16.5
"IA","Floyd",17.6
"IA","Franklin",17.6
"IA","Fremont",17.4
"IA","Greene",17.7
"IA","Grundy",14.3
"IA","Guthrie",15.7
"IA","Hamilton",18.2
"IA","Hancock",17.5
"IA","Hardin",16.9
"IA","Harrison",16.8
"IA","Henry",17.1
"IA","Howard",18.7
"IA","Humboldt",17.8
"IA","Ida",16.3
"IA","Iowa",14.9
"IA","Jackson",17
"IA","Jasper",17.9
"IA","Jefferson",14.2
"IA","Johnson",9.9
"IA","Jones",16.5
"IA","Keokuk",18.2
"IA","Kossuth",16.5
"IA","Lee",20
"IA","Linn",14.6
"IA","Louisa",16.8
"IA","Lucas",19.9
"IA","Lyon",15.6
"IA","Madison",16.1
"IA","Mahaska",17.1
"IA","Marion",14.8
"IA","Marshall",17
"IA","Mills",16.1
"IA","Mitchell",17.2
"IA","Monona",19.4
"IA","Monroe",17.4
"IA","Montgomery",19.2
"IA","Muscatine",18.1
"IA","O'Brien",14.9
"IA","Osceola",18
"IA","Page",18.8
"IA","Palo Alto",17.6
"IA","Plymouth",15.7
"IA","Pocahontas",16.1
"IA","Polk",14
"IA","Pottawattamie",18.4
"IA","Poweshiek",16.6
"IA","Ringgold",15.8
"IA","Sac",15.8
"IA","Scott",14.3
"IA","Shelby",16.6
"IA","Sioux",13.3
"IA","Story",9.4
"IA","Tama",17.1
"IA","Taylor",17.1
"IA","Union",18.9
"IA","Van Buren",19.1
"IA","Wapello",20.2
"IA","Warren",14.5
"IA","Washington",15.3
"IA","Wayne",18.4
"IA","Webster",17.9
"IA","Winnebago",15.1
"IA","Winneshiek",13.7
"IA","Woodbury",18.8
"IA","Worth",16.9
"IA","Wright",17.7
"ID","Ada",12.4
"ID","Adams",16.8
"ID","Bannock",15.5
"ID","Bear Lake",14.5
"ID","Benewah",20.4
"ID","Bingham",14.1
"ID","Blaine",9.2
"ID","Boise",16.3
"ID","Bonner",17
"ID","Bonneville",11.5
"ID","Boundary",20.1
"ID","Butte",15.5
"ID","Camas",16.7
"ID","Canyon",15.5
"ID","Caribou",15.2
"ID","Cassia",15.1
"ID","Clark",15.5
"ID","Clearwater",19.6
"ID","Custer",14.6
"ID","Elmore",17.2
"ID","Franklin",15.3
"ID","Fremont",14.3
"ID","Gem",18.2
"ID","Gooding",17.4
"ID","Idaho",19
"ID","Jefferson",12.3
"ID","Jerome",16.2
"ID","Kootenai",17
"ID","Latah",10.5
"ID","Lemhi",17.6
"ID","Lewis",17
"ID","Lincoln",15.9
"ID","Madison",9.5
"ID","Minidoka",16.4
"ID","Nez Perce",17.8
"ID","Oneida",15.9
"ID","Owyhee",18.7
"ID","Payette",17.7
"ID","Power",14.3
"ID","Shoshone",20.3
"ID","Teton",9.4
"ID","Twin Falls",18.2
"ID","Valley",13.3
"ID","Washington",18.8
"IL","Adams",17.5
"IL","Alexander",20.7
"IL","Bond",17
"IL","Boone",16.1
"IL","Brown",19.1
"IL","Bureau",18
"IL","Calhoun",16.5
"IL","Carroll",16.4
"IL","Cass",19
"IL","Champaign",11.3
"IL","Christian",21.8
"IL","Clark",17.9
"IL","Clay",19.9
"IL","Clinton",17.8
"IL","Coles",16.9
"IL","Cook",12.5
"IL","Crawford",18.2
"IL","Cumberland",18.3
"IL","De Witt",19.2
"IL","DeKalb",13.3
"IL","Douglas",18.7
"IL","DuPage",10.1
"IL","Edgar",20
"IL","Edwards",18.7
"IL","Effingham",16.8
"IL","Fayette",19.2
"IL","Ford",18.5
"IL","Franklin",20.2
"IL","Fulton",19.3
"IL","Gallatin",20.6
"IL","Greene",19.9
"IL","Grundy",17.4
"IL","Hamilton",18.4
"IL","Hancock",17.4
"IL","Hardin",19.3
"IL","Henderson",17.7
"IL","Henry",16.9
"IL","Iroquois",18.6
"IL","Jackson",12.2
"IL","Jasper",17.7
"IL","Jefferson",18.6
"IL","Jersey",18
"IL","Jo Daviess",14.3
"IL","Johnson",17.9
"IL","Kane",11.7
"IL","Kankakee",18.5
"IL","Kendall",11.6
"IL","Knox",19.5
"IL","Lake",11
"IL","LaSalle",18.1
"IL","Lawrence",22
"IL","Lee",18.4
"IL","Livingston",19.8
"IL","Logan",19.7
"IL","Macon",18.5
"IL","Macoupin",19.5
"IL","Madison",18.5
"IL","Marion",20.1
"IL","Marshall",16.9
"IL","Mason",19.3
"IL","Massac",18.2
"IL","McDonough",13.7
"IL","McHenry",13
"IL","McLean",11.3
"IL","Menard",17.1
"IL","Mercer",18.2
"IL","Monroe",15.8
"IL","Montgomery",21.6
"IL","Morgan",18.1
"IL","Moultrie",19.6
"IL","Ogle",16.3
"IL","Peoria",15
"IL","Perry",19.3
"IL","Piatt",15.3
"IL","Pike",19.6
"IL","Pope",18.4
"IL","Pulaski",17.4
"IL","Putnam",17.2
"IL","Randolph",21.1
"IL","Richland",17.9
"IL","Rock Island",16.2
"IL","Saline",19.9
"IL","Sangamon",15.9
"IL","Schuyler",17.7
"IL","Scott",17.3
"IL","Shelby",17.8
"IL","St. Clair",17.3
"IL","Stark",17.4
"IL","Stephenson",17
"IL","Tazewell",16.6
"IL","Union",17.8
"IL","Vermilion",20.6
"IL","Wabash",18.3
"IL","Warren",18.2
"IL","Washington",16.5
"IL","Wayne",19.7
